Source,Target,Action_code,Rel_code,Chapter,Page
59,104,18,3,78,130
229,104,18,3,78,130
104,229,12,3,78,130
104,229,12,3,78,130
104,229,3,3,78,131
104,229,4,3,78,131
59,229,12,1,79,131
104,229,12,3,79,131
253,229,5,5,79,131
229,253,6,5,79,131
104,256,6,5,79,131
104,103,12,5,79,132
229,103,12,5,79,132
104,201,6,5,79,132
229,211,6,5,79,132
229,103,3,3,80,132
259,229,1,1,80,132
259,257,1,1,80,132
229,257,2,2,80,132
257,258,1,1,80,132
229,260,1,6,80,132
66,261,3,3,81,132
662,66,7,6,81,133
66,662,12,6,81,133
151,135,3,3,82,133
151,135,12,3,82,133
262,263,1,1,82,133
262,264,6,5,82,133
265,135,1,1,82,134
265,135,12,1,82,134
151,135,4,3,82,134
135,151,12,3,82,134
265,151,3,3,82,134
265,151,4,3,82,134
266,157,1,1,82,134
135,262,14,5,82,134
135,151,3,3,82,135
135,151,8,3,82,135
262,151,5,5,82,135
151,262,6,5,82,135
244,105,12,3,83,136
267,105,12,6,83,136
244,106,12,3,83,136
267,106,12,6,83,136
663,106,12,6,83,136
105,244,3,3,83,136
106,244,3,3,83,136
106,244,3,3,83,136
267,244,12,6,83,136
105,245,3,3,83,136
267,245,12,6,83,136
267,269,1,1,83,136
268,269,1,1,83,136
269,270,1,6,83,136
244,663,12,6,83,136
245,663,12,6,83,136
271,106,12,6,84,137
271,106,7,6,84,137
268,245,6,5,84,137
105,268,5,5,84,137
106,271,4,3,84,137
271,272,1,1,84,137
106,267,6,5,84,138
271,268,6,5,84,138
268,271,5,5,84,138
267,271,5,5,84,138
271,273,3,3,85,138
271,273,12,3,85,138
105,273,12,3,85,138
106,273,12,3,85,138
244,273,12,3,85,138
105,273,3,3,85,138
106,273,3,3,85,138
244,273,3,3,85,138
273,274,1,1,85,138
274,275,1,1,85,138
275,276,1,1,85,138
276,277,1,1,85,138
277,278,1,1,85,138
273,106,12,3,85,139
283,273,,2,85,139
106,273,7,3,85,139
271,273,12,3,85,139
280,273,7,3,85,139
281,283,6,5,85,139
282,283,6,5,85,139
273,105,8,3,86,140
273,106,8,3,86,140
273,271,8,3,86,140
282,271,5,5,86,140
106,273,3,3,86,140
105,273,3,3,86,140
270,273,,5,86,140
271,282,6,5,86,140
271,284,5,5,86,140
105,284,5,5,86,140
106,284,5,5,86,140
286,285,4,6,87,140
285,286,12,6,87,140
292,135,3,3,87,141
286,285,16,6,87,141
286,287,1,1,87,141
287,288,1,1,87,141
286,289,6,5,87,141
289,290,1,1,87,141
290,291,1,1,87,141
294,286,7,3,87,142
295,286,5,5,87,142
293,292,1,1,87,142
294,292,1,1,87,142
294,292,12,1,87,142
286,292,12,6,87,142
286,292,4,6,87,142
286,292,17,6,87,142
286,294,12,3,87,142
286,294,12,3,87,142
292,295,3,3,87,142
292,295,12,3,87,142
286,295,6,5,87,142
286,292,12,6,87,143
286,292,7,6,87,143
286,294,2,2,87,143
286,296,12,6,87,143
286,296,7,6,87,143
292,135,4,3,87,144
135,286,14,5,87,144
286,296,3,3,87,144
296,665,2,2,87,144
296,665,12,2,87,144
286,135,5,5,88,144
286,292,5,5,88,144
292,135,12,3,88,145
666,135,12,3,88,145
666,135,7,3,88,145
286,293,6,5,88,145
286,293,12,5,88,145
286,105,12,6,88,146
286,105,4,6,88,146
135,105,12,6,88,146
286,106,12,6,88,146
286,106,4,6,88,146
286,106,17,6,88,146
135,106,12,6,88,146
286,151,12,6,88,146
286,151,4,6,88,146
286,151,7,6,88,146
151,286,3,3,88,146
106,286,15,6,88,146
106,286,17,6,88,146
135,105,4,6,88,147
105,106,12,1,88,147
135,106,4,6,88,147
151,135,16,3,88,147
135,151,12,3,88,147
135,151,4,3,88,147
297,135,1,1,88,148
297,135,12,1,88,148
151,135,16,3,88,148
135,151,12,3,88,148
151,135,16,3,88,149
135,151,12,3,88,149
151,286,8,3,88,149
286,19,3,3,88,150
298,151,1,6,88,150
298,299,6,5,88,150
106,105,12,1,89,150
135,105,12,5,89,150
300,105,5,5,89,150
297,105,5,5,89,150
135,106,12,5,89,150
300,106,5,5,89,150
297,106,5,5,89,150
300,135,3,3,89,150
135,297,12,1,89,150
105,300,6,5,89,150
106,301,6,5,89,150
135,105,17,5,89,151
105,106,12,1,89,151
135,106,17,5,89,151
297,135,12,1,89,151
271,135,12,6,89,151
271,135,7,6,89,151
105,271,12,3,89,151
106,271,12,3,89,151
105,271,7,3,89,151
106,271,7,3,89,151
105,271,4,3,89,151
106,271,4,3,89,151
265,105,8,3,89,152
271,106,12,3,89,152
265,106,8,3,89,152
265,135,12,1,89,152
271,135,3,3,89,152
271,265,3,3,89,152
105,265,3,3,89,152
106,265,3,3,89,152
265,271,12,3,89,152
265,271,8,3,89,152
271,279,3,3,89,152
106,279,3,3,89,152
105,279,3,3,89,152
302,284,1,1,89,152
271,284,5,5,89,152
105,284,5,5,89,152
106,284,5,5,89,152
271,302,6,5,89,152
105,302,6,5,89,152
106,302,6,5,89,152
303,273,1,1,89,153
279,273,3,3,89,153
279,303,2,2,89,153
271,74,3,3,90,153
273,105,8,3,90,153
273,106,8,3,90,153
271,161,2,2,90,153
271,161,13,3,90,153
273,271,8,3,90,153
153,105,12,2,91,153
153,105,12,2,91,153
153,106,12,2,91,153
153,106,12,2,91,153
153,151,12,1,91,153
105,153,4,2,91,153
106,153,4,2,91,153
105,74,12,1,91,154
106,74,12,1,91,154
105,74,4,1,91,154
106,74,4,1,91,154
271,105,12,2,91,154
271,105,7,2,91,154
271,106,12,2,91,154
271,106,7,2,91,154
271,151,12,6,91,154
151,190,3,3,91,154
151,230,3,3,91,154
151,266,3,3,91,154
105,271,12,2,91,154
106,271,12,2,91,154
151,286,3,3,91,154
104,19,12,5,91,155
105,19,12,5,91,155
106,19,12,5,91,155
107,19,12,5,91,155
271,19,12,5,91,155
104,19,15,5,91,155
19,104,15,5,91,155
19,104,17,5,91,155
151,105,15,5,91,155
286,105,15,5,91,155
230,105,15,5,91,155
151,106,15,5,91,155
286,106,15,5,91,155
230,106,15,5,91,155
151,106,15,5,91,155
104,151,12,5,91,155
105,151,12,5,91,155
106,151,12,5,91,155
107,151,12,5,91,155
271,151,12,5,91,155
106,151,14,5,91,155
104,190,12,5,91,155
105,190,12,5,91,155
106,190,12,5,91,155
107,190,12,5,91,155
271,190,12,5,91,155
104,230,12,5,91,155
105,230,12,5,91,155
106,230,12,5,91,155
107,230,12,5,91,155
271,230,12,5,91,155
104,266,12,5,91,155
105,266,12,5,91,155
106,266,12,5,91,155
107,266,12,5,91,155
271,266,12,5,91,155
105,271,4,2,91,155
106,271,4,2,91,155
104,286,12,5,91,155
105,286,12,5,91,155
106,286,12,5,91,155
107,286,12,5,91,155
271,286,12,5,91,155
151,304,3,3,91,155
104,304,12,5,91,155
105,304,12,5,91,155
106,304,12,5,91,155
107,304,12,5,91,155
271,304,12,5,91,155
304,305,1,1,91,155
151,305,3,3,91,155
104,305,12,5,91,155
105,305,12,5,91,155
106,305,12,5,91,155
107,305,12,5,91,155
271,305,12,5,91,155
104,74,12,1,91,156
105,74,12,1,91,156
106,74,12,1,91,156
107,74,12,1,91,156
104,74,7,1,91,156
105,74,7,1,91,156
106,74,7,1,91,156
107,74,7,1,91,156
271,74,12,2,91,156
271,74,7,2,91,156
19,74,15,5,91,156
286,74,15,5,91,156
266,74,15,5,91,156
190,74,15,5,91,156
230,74,15,5,91,156
304,74,15,5,91,156
305,74,15,5,91,156
271,83,12,2,91,156
286,104,17,5,91,156
19,104,15,5,91,156
286,104,15,5,91,156
266,104,15,5,91,156
190,104,15,5,91,156
230,104,15,5,91,156
304,104,15,5,91,156
305,104,15,5,91,156
19,105,15,5,91,156
286,105,15,5,91,156
266,105,15,5,91,156
190,105,15,5,91,156
230,105,15,5,91,156
304,105,15,5,91,156
305,105,15,5,91,156
286,106,15,5,91,156
19,106,15,5,91,156
19,106,15,5,91,156
286,106,15,5,91,156
286,106,15,5,91,156
266,106,15,5,91,156
266,106,15,5,91,156
190,106,15,5,91,156
190,106,15,5,91,156
230,106,15,5,91,156
230,106,15,5,91,156
304,106,15,5,91,156
304,106,15,5,91,156
305,106,15,5,91,156
305,106,15,5,91,156
106,286,15,5,91,156
106,286,17,5,91,156
104,286,17,5,91,156
160,151,3,3,92,156
160,151,18,3,92,156
667,19,4,6,92,157
667,56,4,6,92,157
667,83,12,6,92,157
667,83,7,6,92,157
153,151,12,1,92,157
153,151,8,1,92,157
160,151,12,3,92,157
160,151,8,3,92,157
160,151,12,3,92,157
667,151,4,6,92,157
153,160,3,3,92,157
667,190,4,6,92,157
667,230,4,6,92,157
667,266,4,6,92,157
667,286,4,6,92,157
667,304,4,6,92,157
667,305,4,6,92,157
667,19,15,6,92,158
667,56,15,6,92,158
83,104,12,1,92,158
83,104,7,1,92,158
74,104,12,1,92,158
83,105,12,1,92,158
83,105,7,1,92,158
74,105,12,1,92,158
83,106,12,1,92,158
83,106,7,1,92,158
74,106,12,1,92,158
83,107,12,1,92,158
83,107,7,1,92,158
74,107,12,1,92,158
667,151,15,6,92,158
104,167,2,7,92,158
667,190,15,6,92,158
667,230,15,6,92,158
667,266,15,6,92,158
83,271,12,2,92,158
83,271,7,2,92,158
74,271,12,2,92,158
667,286,15,6,92,158
667,304,15,6,92,158
667,305,15,6,92,158
83,667,8,3,92,158
105,104,12,1,92,159
271,104,12,2,92,159
190,151,12,3,92,159
151,190,12,3,92,159
104,74,12,1,92,160
105,74,12,1,92,160
106,74,12,1,92,160
107,74,12,1,92,160
104,74,7,1,92,160
105,74,7,1,92,160
106,74,7,1,92,160
107,74,7,1,92,160
271,74,12,2,92,160
271,74,7,2,92,160
271,104,12,3,92,160
305,104,5,5,92,160
286,105,5,5,92,160
104,106,12,1,92,160
104,151,6,5,92,160
104,230,5,5,92,160
104,266,5,5,92,160
305,271,5,5,92,160
106,286,5,5,92,160
105,286,6,5,92,160
271,305,6,5,92,160
153,56,12,2,93,161
153,56,7,2,93,161
153,74,12,2,93,161
74,153,12,2,93,161
228,153,2,7,93,161
153,154,2,2,93,161
228,74,3,3,94,162
228,74,2,7,94,162
74,228,8,3,94,162
74,228,12,3,94,162
104,228,3,3,94,162
105,228,3,3,94,162
106,228,3,3,94,162
107,228,3,3,94,162
104,228,2,7,94,162
105,228,2,7,94,162
106,228,2,7,94,162
107,228,2,7,94,162
311,16,1,1,95,162
306,307,1,1,95,162
307,308,1,1,95,162
308,309,1,1,95,162
309,310,1,1,95,162
310,311,1,1,95,162
306,312,1,1,95,162
312,313,1,1,95,162
313,314,1,1,95,162
314,315,1,1,95,162
315,316,1,1,95,162
325,207,1,1,95,163
324,307,1,1,95,163
326,307,1,1,95,163
327,307,1,1,95,163
328,307,1,1,95,163
329,307,1,1,95,163
316,317,1,1,95,163
313,318,1,1,95,163
318,319,1,1,95,163
306,320,2,2,95,163
320,321,1,1,95,163
320,322,1,1,95,163
322,323,1,1,95,163
306,324,1,1,95,163
330,324,1,1,95,163
324,325,1,1,95,163
306,326,1,1,95,163
306,327,1,1,95,163
306,328,1,1,95,163
306,329,1,1,95,163
82,80,1,1,96,163
82,81,1,1,96,163
334,277,1,1,96,163
345,321,1,1,96,163
347,321,1,1,96,163
348,321,1,1,96,163
349,321,1,1,96,163
350,321,1,1,96,163
351,321,1,1,96,163
321,331,1,1,96,163
321,332,1,1,96,163
332,333,1,1,96,163
333,334,1,1,96,163
339,335,1,1,96,163
340,335,1,1,96,163
342,335,1,1,96,163
321,335,2,2,96,163
335,336,1,1,96,163
342,336,1,1,96,163
336,337,1,1,96,163
337,338,1,1,96,163
341,340,1,1,96,163
343,342,1,1,96,163
344,342,1,1,96,163
346,345,1,1,96,163
271,346,6,5,96,163
330,74,12,3,97,164
74,228,12,7,97,164
74,228,7,7,97,164
330,306,12,1,97,164
74,306,12,3,97,164
74,193,12,3,97,165
74,193,4,3,97,165
228,104,8,3,97,167
228,104,18,3,97,167
228,105,8,3,97,167
228,105,18,3,97,167
228,106,8,3,97,167
228,106,18,3,97,167
228,107,8,3,97,167
228,107,18,3,97,167
330,228,2,2,97,167
330,228,13,3,97,167
74,228,10,7,97,167
74,306,12,3,97,167
354,107,1,1,98,168
352,107,17,5,98,168
353,151,1,1,98,168
352,153,18,3,98,168
352,155,18,3,98,168
352,156,18,3,98,168
352,157,18,3,98,168
352,158,18,3,98,168
352,159,18,3,98,168
352,190,18,3,98,168
352,228,18,3,98,168
352,228,12,3,98,168
352,230,18,3,98,168
352,230,12,3,98,168
352,266,18,3,98,168
352,266,12,3,98,168
668,352,12,6,98,168
668,352,7,6,98,168
352,353,2,2,98,168
352,355,1,1,98,168
352,356,1,1,98,168
108,74,12,6,98,169
352,107,5,5,98,169
355,107,5,5,98,169
356,107,5,5,98,169
352,107,6,5,98,169
355,107,6,5,98,169
356,107,6,5,98,169
669,108,12,6,98,169
669,108,7,6,98,169
352,153,12,3,98,169
352,155,12,3,98,169
352,156,12,3,98,169
352,157,12,3,98,169
352,158,12,3,98,169
352,159,12,3,98,169
352,190,12,3,98,169
107,352,5,5,98,169
352,355,12,1,98,169
352,356,12,1,98,169
108,669,12,6,98,169
108,74,7,6,98,170
108,83,12,6,98,170
108,83,7,6,98,170
108,104,12,6,98,170
108,104,7,6,98,170
108,104,4,6,98,170
108,105,12,6,98,170
108,105,7,6,98,170
108,106,12,6,98,170
108,106,7,6,98,170
108,669,7,6,98,170
104,105,12,1,99,170
104,106,12,1,99,170
228,74,12,7,99,171
228,74,4,7,99,171
352,228,12,3,99,171
352,228,4,3,99,171
105,352,5,5,99,171
106,352,5,5,99,171
104,355,6,5,99,171
74,355,14,5,99,171
104,356,6,5,99,171
74,356,14,5,99,171
74,104,12,1,99,172
74,104,7,1,99,172
74,105,12,1,99,172
74,105,7,1,99,172
74,106,12,1,99,172
74,106,7,1,99,172
358,135,6,5,100,172
357,135,9,6,100,172
368,317,1,1,100,173
359,321,12,3,100,173
359,357,3,3,100,173
370,357,,5,100,173
321,359,12,3,100,173
321,359,18,3,100,173
321,359,3,3,100,173
369,359,,5,100,173
370,359,,5,100,173
359,360,1,1,100,173
359,361,3,3,100,173
321,361,18,3,100,173
321,361,3,3,100,173
369,361,,5,100,173
361,362,1,1,100,173
362,363,1,1,100,173
363,364,1,1,100,173
364,365,1,1,100,173
365,366,1,1,100,173
366,367,1,1,100,173
367,368,1,1,100,173
369,370,1,1,100,173
369,371,1,1,100,173
370,371,1,1,100,173
371,372,1,1,100,173
359,321,7,3,100,174
359,306,3,3,101,174
321,306,3,3,101,174
306,321,4,3,101,174
670,321,17,5,101,174
376,321,1,6,101,174
359,346,3,3,101,174
321,346,3,3,101,174
306,359,4,3,101,174
373,359,20,5,101,174
670,359,17,5,101,174
359,373,12,5,101,174
321,373,12,5,101,174
359,373,6,5,101,174
375,374,1,1,101,174
359,374,3,3,101,174
321,374,3,3,101,174
359,375,3,3,101,174
321,375,3,3,101,174
359,376,3,3,101,174
321,376,3,3,101,174
359,377,3,3,101,174
321,377,3,3,101,174
377,378,1,1,101,174
359,378,3,3,101,174
321,378,3,3,101,174
378,379,1,1,101,174
359,379,3,3,101,174
321,379,3,3,101,174
379,380,1,1,101,174
359,380,3,3,101,174
321,380,3,3,101,174
670,381,4,6,101,174
381,359,5,5,101,175
359,74,3,3,102,175
255,231,3,3,102,175
255,231,12,3,102,175
255,231,4,3,102,175
384,258,1,1,102,175
359,258,6,5,102,175
258,359,20,5,102,175
384,359,20,5,102,175
103,359,20,5,102,175
85,359,20,5,102,175
255,359,,5,102,175
361,381,6,5,102,175
359,382,3,3,102,175
382,383,1,1,102,175
359,385,3,3,102,175
386,361,1,1,102,176
671,361,12,3,102,176
671,361,7,3,102,176
361,386,1,1,102,176
671,386,3,3,102,176
74,359,4,3,102,177
673,359,4,3,102,177
672,359,,5,102,177
387,359,12,5,102,177
388,387,1,1,102,177
389,359,18,3,103,178
389,359,12,3,103,178
674,359,12,5,103,178
389,359,8,3,103,179
74,359,8,3,103,179
390,359,5,5,103,179
359,389,3,3,103,179
359,389,4,3,103,179
359,390,6,5,103,179
359,357,12,3,104,180
359,357,7,3,104,180
173,357,12,3,104,180
237,357,12,3,104,180
409,271,1,1,105,180
391,392,1,1,105,180
392,393,1,1,105,180
391,394,1,1,105,180
394,395,1,1,105,180
395,396,1,1,105,180
396,397,1,1,105,180
391,398,2,2,105,180
398,399,1,1,105,180
399,400,1,1,105,180
401,400,1,1,105,180
399,402,1,1,105,180
400,402,1,1,105,180
402,403,1,1,105,180
403,404,1,1,105,180
404,405,1,1,105,180
405,406,1,1,105,180
406,407,1,1,105,180
407,408,1,1,105,180
321,391,4,6,105,181
354,74,12,3,106,182
354,74,7,3,106,182
354,104,12,3,106,182
354,104,12,3,106,182
354,104,7,3,106,182
354,104,7,3,106,182
354,106,12,3,106,182
354,106,7,3,106,182
354,352,14,5,106,182
354,352,6,5,106,182
675,352,1,1,106,183
74,354,4,3,106,183
228,354,4,3,106,183
675,354,3,3,106,183
228,675,12,3,106,183
103,85,12,1,107,183
103,85,7,1,107,183
74,104,12,1,108,184
103,104,12,3,108,184
103,104,3,3,108,184
103,104,18,3,108,184
103,104,8,3,108,184
74,105,12,1,108,184
103,105,12,3,108,184
103,105,3,3,108,184
103,105,18,3,108,184
103,105,8,3,108,184
74,106,12,1,108,184
103,106,12,3,108,184
103,106,3,3,108,184
103,106,18,3,108,184
103,106,8,3,108,184
74,271,12,2,108,184
103,271,18,3,108,184
103,271,8,3,108,184
104,228,18,3,109,184
105,228,18,3,109,184
106,228,18,3,109,184
104,228,8,3,109,184
228,104,8,3,109,185
228,104,3,3,109,185
228,105,8,3,109,185
228,105,3,3,109,185
228,106,8,3,109,185
228,106,3,3,109,185
228,153,3,3,109,185
104,153,3,3,109,185
105,153,3,3,109,185
106,153,3,3,109,185
228,155,3,3,109,185
104,155,3,3,109,185
105,155,3,3,109,185
106,155,3,3,109,185
228,156,3,3,109,185
104,156,3,3,109,185
105,156,3,3,109,185
106,156,3,3,109,185
228,157,3,3,109,185
104,157,3,3,109,185
105,157,3,3,109,185
106,157,3,3,109,185
228,158,3,3,109,185
104,158,3,3,109,185
105,158,3,3,109,185
106,158,3,3,109,185
228,159,3,3,109,185
104,159,3,3,109,185
105,159,3,3,109,185
106,159,3,3,109,185
105,228,8,3,109,185
106,228,8,3,109,185
103,228,12,5,109,185
103,228,16,5,109,185
103,104,12,3,109,186
103,104,16,3,109,186
103,105,12,3,109,186
103,105,16,3,109,186
103,106,12,3,109,186
103,106,16,3,109,186
306,228,12,3,109,186
306,228,4,3,109,186
103,271,12,3,109,186
103,271,16,3,109,186
409,74,2,7,109,187
409,74,2,7,109,187
130,74,2,7,109,187
306,228,8,3,109,187
83,74,12,2,110,187
103,104,12,3,110,187
103,104,16,3,110,187
103,105,12,3,110,187
103,105,16,3,110,187
103,106,12,3,110,187
103,106,16,3,110,187
103,271,12,3,110,187
103,271,16,3,110,187
104,74,12,1,111,188
105,74,12,1,111,188
106,74,12,1,111,188
271,74,12,2,111,188
103,104,12,3,111,188
103,104,4,3,111,188
104,228,5,5,111,188
104,228,6,5,111,188
105,228,6,5,111,188
106,228,6,5,111,188
271,228,6,5,111,188
103,228,6,5,111,188
56,153,12,3,112,189
103,153,12,3,112,189
228,153,2,7,112,189
676,330,7,6,112,189
330,676,12,6,112,189
103,104,14,5,112,190
103,105,14,5,112,190
103,106,14,5,112,190
104,114,12,3,112,190
105,114,12,3,112,190
106,114,12,3,112,190
104,114,4,3,112,190
105,114,4,3,112,190
106,114,4,3,112,190
103,271,14,5,112,190
103,677,14,6,112,190
103,677,12,6,112,190
431,15,1,1,113,190
427,319,1,1,113,190
410,411,1,1,113,190
411,412,1,1,113,190
412,413,1,1,113,190
413,414,1,1,113,190
414,415,1,1,113,190
415,416,1,1,113,190
410,417,1,1,113,190
417,418,1,1,113,190
417,419,1,1,113,190
419,420,1,1,113,190
411,421,1,1,113,190
421,422,1,1,113,190
422,423,1,1,113,190
423,424,1,1,113,190
423,425,1,1,113,190
425,426,1,1,113,190
412,427,1,1,113,190
319,428,1,1,113,190
319,429,1,1,113,190
429,430,1,1,113,190
427,431,1,1,113,190
446,13,1,1,113,191
114,410,3,3,113,191
451,430,1,1,113,191
16,432,1,1,113,191
432,433,1,1,113,191
433,434,1,1,113,191
434,435,1,1,113,191
410,436,2,2,113,191
436,437,1,1,113,191
437,438,1,1,113,191
438,439,1,1,113,191
439,440,1,1,113,191
440,441,1,1,113,191
436,442,1,1,113,191
442,443,1,1,113,191
443,444,1,1,113,191
444,445,1,1,113,191
445,446,1,1,113,191
13,447,1,1,113,191
447,448,1,1,113,191
448,449,1,1,113,191
442,450,1,1,113,191
450,451,1,1,113,191
410,452,1,6,113,191
461,7,1,1,114,191
463,7,1,1,114,191
453,455,1,1,114,191
455,456,1,1,114,191
456,457,1,1,114,191
457,458,1,1,114,191
457,460,1,1,114,191
457,461,2,2,114,191
455,462,1,1,114,191
462,463,1,1,114,191
453,464,1,1,114,191
464,465,1,1,114,191
453,114,3,3,114,192
306,321,4,2,115,192
469,329,1,1,115,192
306,346,4,3,115,192
306,350,4,2,115,192
306,375,4,3,115,192
306,377,4,3,115,192
306,466,4,3,115,192
466,467,1,1,115,192
306,468,4,3,115,192
306,469,4,3,115,192
306,470,4,3,115,192
306,470,12,3,115,192
470,471,1,1,115,192
306,472,3,3,115,192
306,160,4,3,115,193
160,162,4,3,115,193
160,306,12,3,115,193
160,306,7,3,115,193
160,472,12,3,115,193
160,472,7,3,115,193
330,306,12,3,116,193
330,306,4,3,116,194
473,307,5,5,116,194
328,473,6,5,116,194
329,473,6,5,116,194
110,108,1,1,116,195
306,110,4,3,116,195
306,110,12,3,116,195
325,207,1,1,116,195
325,208,1,1,116,195
329,325,1,1,116,195
479,329,1,1,116,195
306,330,15,1,116,195
110,474,1,1,116,195
108,474,1,1,116,195
474,475,1,1,116,195
475,476,1,1,116,195
476,477,1,1,116,195
477,478,1,1,116,195
110,479,2,2,116,195
306,153,3,3,117,196
306,153,12,3,117,196
306,153,4,3,117,196
306,155,3,3,117,196
306,156,3,3,117,196
306,157,3,3,117,196
306,158,3,3,117,196
306,190,3,3,117,196
306,230,3,3,117,196
306,230,12,3,117,196
306,230,7,3,117,196
306,266,3,3,117,196
306,266,12,3,117,196
306,266,7,3,117,196
306,480,3,3,117,196
481,103,1,1,117,197
103,306,12,3,117,197
306,482,1,1,117,197
481,482,13,2,117,197
104,74,7,1,118,197
74,104,12,1,118,197
80,104,3,3,118,197
81,104,3,3,118,197
80,104,4,3,118,197
81,104,4,3,118,197
80,105,3,3,118,197
81,105,3,3,118,197
80,105,4,3,118,197
81,105,4,3,118,197
80,106,3,3,118,197
81,106,3,3,118,197
80,106,4,3,118,197
81,106,4,3,118,197
104,130,15,7,118,197
105,130,15,7,118,197
106,130,15,7,118,197
74,130,12,7,118,197
237,74,12,3,118,198
237,74,4,3,118,198
237,74,7,3,118,198
114,74,3,3,118,198
114,74,12,3,118,198
114,74,4,3,118,198
114,237,12,3,118,198
173,74,3,3,119,199
173,80,3,3,119,199
173,81,3,3,119,199
173,104,3,3,119,199
173,105,3,3,119,199
173,106,3,3,119,199
74,114,12,3,119,199
104,114,12,3,119,199
105,114,12,3,119,199
106,114,12,3,119,199
173,114,3,3,119,199
173,130,3,3,119,199
114,173,4,3,119,199
114,193,4,3,119,199
173,271,3,3,119,199
306,321,12,3,119,199
193,104,15,5,119,200
453,104,15,6,119,200
193,246,6,5,119,200
114,453,4,3,119,200
193,483,3,3,119,200
484,104,15,5,119,201
494,484,1,1,119,201
